SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"5"" x 7""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,50,1.0893,54.46
"5"" x 7""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,100,0.6523,65.23
"5"" x 7""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,250,0.3310,82.75
"5"" x 7""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,500,0.2149,107.45
"5"" x 7""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,1000,0.1952,195.20
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,25,1.8419,46.05
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,50,0.9846,49.23
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,100,0.6350,63.50
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,250,0.3048,76.21
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,500,0.1747,87.33
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,1000,0.1461,146.09
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,25,2.1219,53.05
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,50,1.1846,59.23
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,100,0.7950,79.50
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,250,0.4008,100.21
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,500,0.2467,123.33
"5"" x 7""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,1000,0.2111,211.09
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,25,2.0330,50.82
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,50,1.1115,55.57
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.6670,66.70
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.3303,82.57
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.1810,90.51
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.1540,154.02
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,25,2.3130,57.82
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,50,1.3115,65.57
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,100,0.8270,82.70
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,250,0.4263,106.57
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,500,0.2530,126.51
"5"" x 7""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,1000,0.2190,219.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.5082,50.82
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.2414,60.34
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.1493,74.64
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.1334,133.38
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,100,0.6682,66.82
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,250,0.3374,84.34
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,500,0.2213,110.64
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,1000,0.1984,198.38
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,No Blank Envelopes,100,0.6510,65.10
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,No Blank Envelopes,250,0.3112,77.81
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,No Blank Envelopes,500,0.1810,90.51
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,No Blank Envelopes,1000,0.1493,149.25
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,100,0.8110,81.10
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,250,0.4072,101.81
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,500,0.2530,126.51
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,1000,0.2143,214.25
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.6828,68.28
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.3366,84.15
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.1874,93.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.1572,157.20
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,100,0.8428,84.28
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,250,0.4326,108.15
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,500,0.2594,129.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,1000,0.2222,222.20
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.5082,50.82
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.2414,60.34
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.1493,74.64
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.1334,133.38
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,100,0.6682,66.82
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,250,0.3374,84.34
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,500,0.2213,110.64
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A7,1000,0.1984,198.38
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,No Blank Envelopes,100,0.6510,65.10
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,No Blank Envelopes,250,0.3112,77.81
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,No Blank Envelopes,500,0.1810,90.51
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,No Blank Envelopes,1000,0.1493,149.25
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,100,0.8110,81.10
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,250,0.4072,101.81
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,500,0.2530,126.51
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/1,No Coating,,Include Natural Envelopes - A7,1000,0.2143,214.25
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.6828,68.28
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.3366,84.15
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.1874,93.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.1572,157.20
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,100,0.8428,84.28
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,250,0.4326,108.15
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,500,0.2594,129.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A7,1000,0.2222,222.20
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,25,1.9053,47.63
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,50,1.0165,50.82
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,75,0.7410,55.57
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.6034,60.34
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.2795,69.86
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.1842,92.10
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.1810,181.03
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,25,1.9053,47.63
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,50,1.0165,50.82
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,75,0.7410,55.57
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,100,0.6034,60.34
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,250,0.2795,69.86
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,500,0.1842,92.10
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/0 (4 color front),No Coating,,Include Natural Envelopes - A9,1000,0.1810,181.03
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,25,2.9218,73.04
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,50,1.5242,76.21
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,75,1.0587,79.40
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,100,0.8415,84.15
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,250,0.4001,100.03
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,500,0.2223,111.15
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,No Blank Envelopes,1000,0.2096,209.61
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,25,2.9218,73.04
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,50,1.5242,76.21
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,75,1.0587,79.40
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,100,0.8415,84.15
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,250,0.4001,100.03
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,500,0.2223,111.15
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/1,No Coating,,Include Natural Envelopes - A9,1000,0.2096,209.61
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,25,3.0484,76.21
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,50,1.5881,79.40
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,75,1.1009,82.57
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.8892,88.92
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.4255,106.39
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.2350,117.50
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.2239,223.89
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,25,3.0484,76.21
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,50,1.5881,79.40
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,75,1.1009,82.57
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,100,0.8892,88.92
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,250,0.4255,106.39
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,500,0.2350,117.50
"5.5"" x 8.5""",Rectangle,,14PT Natural,4/4 (4 color both sides),No Coating,,Include Natural Envelopes - A9,1000,0.2239,223.89
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,25,1.9247,48.12
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,50,1.0893,54.46
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,75,0.7684,57.63
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,100,0.5923,59.23
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,250,0.2830,70.75
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,500,0.1709,85.45
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,1000,0.1462,146.20
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,25,2.2607,56.52
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,50,1.3473,67.36
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,75,0.9858,73.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,100,0.7793,77.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,250,0.3922,98.05
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,500,0.2559,127.95
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2312,231.20
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,25,1.5247,38.12
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,50,0.8893,44.46
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,75,0.6351,47.63
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,100,0.4923,49.23
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,250,0.2350,58.75
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,500,0.1429,71.45
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.1302,130.20
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,25,1.8607,46.52
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,50,1.1473,57.36
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,75,0.8524,63.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,100,0.6793,67.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,250,0.3442,86.05
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,500,0.2279,113.95
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2152,215.20
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,25,1.9247,48.12
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,50,1.0893,54.46
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,75,0.7684,57.63
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,100,0.5923,59.23
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,250,0.2830,70.75
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,500,0.1709,85.45
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,1000,0.1462,146.20
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,25,2.2607,56.52
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,50,1.3473,67.36
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,75,0.9858,73.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,100,0.7793,77.93
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,250,0.3922,98.05
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,500,0.2559,127.95
"6"" x 6""",Square,,14PT Natural,4/0 (4 color front),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2312,231.20
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,25,2.2419,56.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,50,1.1846,59.23
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,75,0.9167,68.75
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,100,0.7350,73.50
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,250,0.3528,88.21
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,500,0.2027,101.33
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,No Blank Envelopes,1000,0.1621,162.09
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,25,2.5779,64.45
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,50,1.4426,72.13
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,75,1.1341,85.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,100,0.9220,92.20
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,250,0.4620,115.51
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,500,0.2877,143.83
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2471,247.09
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,25,1.8419,46.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,50,0.9846,49.23
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,75,0.7834,58.75
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,100,0.6350,63.50
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,250,0.3048,76.21
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,500,0.1747,87.33
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.1461,146.09
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,25,2.1779,54.45
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,50,1.2426,62.13
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,75,1.0007,75.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,100,0.8220,82.20
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,250,0.4140,103.51
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,500,0.2597,129.83
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2311,231.09
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,25,2.2419,56.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,50,1.1846,59.23
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,75,0.9167,68.75
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,100,0.7350,73.50
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,250,0.3528,88.21
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,500,0.2027,101.33
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,No Blank Envelopes,1000,0.1621,162.09
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,25,2.5779,64.45
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,50,1.4426,72.13
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,75,1.1341,85.05
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,100,0.9220,92.20
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,250,0.4620,115.51
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,500,0.2877,143.83
"6"" x 6""",Square,,14PT Natural,4/1,No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2471,247.09
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,25,2.4330,60.82
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,50,1.3115,65.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,75,0.9801,73.50
