SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,RunSize,UnitPrice,TotalPrice
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,2500,0.4719,"1,179.77"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,5000,0.3020,"1,510.05"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,500,0.9082,454.12
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,1000,0.5970,597.03
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,2500,0.3703,925.73
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,5000,0.2591,"1,295.70"
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,500,0.8701,435.07
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,1000,0.5780,577.98
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,2500,0.3690,922.55
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,5000,0.2585,"1,292.53"
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,500,1.0877,543.84
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,1000,0.7225,722.47
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,2500,0.4613,"1,153.18"
"4.25"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,5000,0.3231,"1,615.66"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,500,1.1274,563.70
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,1000,0.8448,844.75
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,2500,0.4732,"1,182.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,5000,0.3026,"1,513.23"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,500,1.1210,560.51
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,1000,0.8416,841.56
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,2500,0.4719,"1,179.77"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,5000,0.3020,"1,510.05"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,500,1.0162,508.11
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,1000,0.6796,679.60
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,2500,0.4052,"1,013.05"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,5000,0.2655,"1,327.45"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,500,1.0099,504.93
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,1000,0.6764,676.43
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,2500,0.4040,"1,009.88"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,5000,0.2649,"1,324.27"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,500,1.2623,631.17
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,1000,0.8455,845.54
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,2500,0.5049,"1,262.35"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,5000,0.3311,"1,655.34"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.2623,631.17
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.8455,845.54
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.5049,"1,262.35"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3311,"1,655.34"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,500,1.2623,631.17
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,1000,0.8455,845.54
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,2500,0.5049,"1,262.35"
"4.25"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,5000,0.3311,"1,655.34"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,500,1.1274,563.70
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,1000,0.8448,844.75
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,2500,0.4732,"1,182.95"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,5000,0.3026,"1,513.23"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,500,1.1210,560.51
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,1000,0.8416,841.56
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,2500,0.4719,"1,179.77"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,5000,0.3020,"1,510.05"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,5000,0.3775,"1,887.56"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,500,1.4013,700.63
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,1000,1.0519,"1,051.95"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,2500,0.5899,"1,474.71"
"4.25"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,5000,0.3775,"1,887.56"
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,500,0.7241,362.03
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,1000,0.5605,560.51
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,2500,0.3201,800.27
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,5000,0.2255,"1,127.38"
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,500,0.7177,358.86
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,1000,0.5573,557.34
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,2500,0.3188,797.11
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,5000,0.2248,"1,124.21"
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,500,0.5653,282.65
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,1000,0.3843,384.27
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,2500,0.2477,619.26
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,5000,0.1766,882.84
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,500,0.5589,279.46
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,1000,0.3811,381.08
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,2500,0.2464,616.10
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,5000,0.1759,879.68
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,500,0.6986,349.32
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,1000,0.4763,476.35
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,2500,0.3080,770.12
"5"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,5000,0.2199,"1,099.60"
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,500,0.7241,362.03
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,1000,0.5605,560.51
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,2500,0.3201,800.27
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,5000,0.2255,"1,127.38"
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,500,0.7177,358.86
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,1000,0.5573,557.34
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,2500,0.3188,797.11
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,5000,0.2248,"1,124.21"
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,500,0.6415,320.74
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,1000,0.4446,444.61
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,2500,0.2718,679.60
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,5000,0.1890,944.78
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,500,0.6351,317.57
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,1000,0.4414,441.43
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,2500,0.2706,676.43
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,5000,0.1883,941.60
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,500,0.7939,396.97
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,1000,0.5518,551.79
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,2500,0.3382,845.54
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,5000,0.2354,"1,177.00"
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,500,0.7939,396.97
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.5518,551.79
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.3382,845.54
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.2354,"1,177.00"
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,500,0.7939,396.97
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,1000,0.5518,551.79
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,2500,0.3382,845.54
"5"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,5000,0.2354,"1,177.00"
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,500,0.7241,362.03
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,1000,0.5605,560.51
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,2500,0.3201,800.27
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,5000,0.2255,"1,127.38"
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,500,0.7177,358.86
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,1000,0.5573,557.34
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,2500,0.3188,797.11
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,5000,0.2248,"1,124.21"
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,5000,0.2811,"1,405.26"
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,500,0.8971,448.57
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,1000,0.6967,696.68
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,2500,0.3986,996.39
"5"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,5000,0.2811,"1,405.26"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,500,0.7590,379.49
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,1000,0.5891,589.09
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,2500,0.3360,839.98
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,5000,0.2369,"1,184.55"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,500,0.7527,376.33
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,1000,0.5859,585.92
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,2500,0.3347,836.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,5000,0.2360,"1,179.77"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,500,0.9408,470.41
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,1000,0.7324,732.40
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,2500,0.4184,"1,046.00"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,5000,0.2949,"1,474.71"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,500,0.9408,470.41
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,1000,0.7324,732.40
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,2500,0.4184,"1,046.00"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,5000,0.2949,"1,474.71"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,500,0.9408,470.41
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,1000,0.7324,732.40
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,2500,0.4184,"1,046.00"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,5000,0.2949,"1,474.71"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,500,0.5938,296.92
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,1000,0.4033,403.31
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,2500,0.2604,651.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,5000,0.1855,927.31
