SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,PRODUCT STYLE ,,,DRILL HOLE ,RunSize,UnitPrice,TotalPrice
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4335,216.75
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2584,258.43
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1667,416.82
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1317,658.57
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.4335,216.75
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.2584,258.43
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.1667,416.82
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1317,658.57
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.5419,270.94
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.3230,323.03
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.2084,521.02
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.1646,823.21
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.5419,270.94
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.3230,323.03
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.2084,521.02
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.1646,823.21
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.3668,183.39
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2501,250.09
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1634,408.48
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1234,616.88
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.3668,183.39
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.2501,250.09
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.1634,408.48
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1234,616.88
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4335,216.75
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2584,258.43
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1667,416.82
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1317,658.57
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.4335,216.75
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.2584,258.43
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.1667,416.82
"3.5"" x 3.5""",Square,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1317,658.57
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4902,245.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3001,300.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1967,491.85
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1367,683.58
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.4902,245.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.3001,300.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.1967,491.85
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1367,683.58
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.6127,306.37
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.3751,375.13
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.2459,614.81
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.1709,854.47
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.6127,306.37
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.3751,375.13
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.2459,614.81
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.1709,854.47
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4002,200.08
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2667,266.75
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1921,480.16
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1334,666.89
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4002,200.08
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.2667,266.75
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.1921,480.16
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1334,666.89
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4902,245.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3001,300.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1967,491.85
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1367,683.58
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.4902,245.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3001,300.10
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.1967,491.85
"3.5"" x 3.5""",Square,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1367,683.58
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.6919,345.95
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.4793,479.34
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.2876,719.00
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.2042,"1,021.18"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4502,225.09
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.3668,366.80
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.2201,550.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1601,800.27
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1634,816.95
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.5535,276.76
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3835,383.47
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.2301,575.20
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1634,816.95
"4"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",250,1.0798,269.94
"4"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.6034,301.69
