SIZE ,STOCK ,COLORSPEC ,COATING ,,SCORING OPTIONS ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.3616,680.79
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0420,"1,042.02"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.3616,680.79
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0420,"1,042.02"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.0893,544.64
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8336,833.62
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4783,"1,195.66"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3131,"1,565.62"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A2,500,1.1393,569.64
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A2,1000,0.8666,866.62
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A2,2500,0.4783,"1,195.66"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A2,5000,0.3392,"1,695.82"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,500,1.0956,547.80
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,1000,0.8368,836.80
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,2500,0.4795,"1,198.84"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,5000,0.3138,"1,568.80"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A2,500,1.1456,572.80
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A2,1000,0.8698,869.80
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A2,2500,0.4795,"1,198.84"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A2,5000,0.3398,"1,699.00"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.3616,680.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.0420,"1,042.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.3616,680.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0420,"1,042.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.3616,680.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0420,"1,042.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3914,"1,957.03"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,500,1.4116,705.79
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,1000,1.0750,"1,075.02"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,2500,0.5978,"1,494.57"
"5.5"" x 8.5""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A2,5000,0.4174,"2,087.23"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,0.8701,435.07
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.5859,585.92
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.3754,938.43
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.2696,"1,348.09"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A2,500,0.9201,460.07
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A2,1000,0.6189,618.92
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A2,2500,0.3754,938.43
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A2,5000,0.2957,"1,478.29"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,0.8765,438.25
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.5891,589.09
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.3766,941.60
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.2703,"1,351.27"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A2,500,0.9265,463.25
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A2,1000,0.6221,622.09
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A2,2500,0.3766,941.60
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A2,5000,0.2963,"1,481.47"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.0877,543.84
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,0.7324,732.40
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.4692,"1,173.04"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3370,"1,685.11"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,500,1.1377,568.84
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,1000,0.7654,765.40
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,2500,0.4692,"1,173.04"
"5.5"" x 8.5""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A2,5000,0.3631,"1,815.31"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.1305,565.27
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8543,854.27
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4865,"1,216.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,500,1.1831,591.57
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,1000,0.8979,897.87
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,2500,0.5211,"1,302.79"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.1369,568.45
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.8574,857.43
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.4878,"1,219.47"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,500,1.1895,594.75
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,1000,0.9010,901.03
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,2500,0.5224,"1,305.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.0194,509.71
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.6891,689.14
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4186,"1,046.40"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.2801,"1,400.50"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,500,1.0720,536.01
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,1000,0.7327,732.74
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,2500,0.4532,"1,132.90"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,5000,0.2801,"1,400.50"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.0258,512.88
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.6923,692.31
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.4198,"1,049.57"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.2807,"1,403.66"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,500,1.0784,539.18
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,1000,0.7359,735.91
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,2500,0.4544,"1,136.07"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,5000,0.2807,"1,403.66"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.2743,637.14
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,0.8614,861.42
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.5232,"1,308.00"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,500,1.3269,663.44
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,1000,0.9050,905.02
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,2500,0.5578,"1,394.50"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.2743,637.14
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,0.8614,861.42
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.5232,"1,308.00"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,500,1.3269,663.44
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,1000,0.9050,905.02
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,2500,0.5578,"1,394.50"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.2743,637.14
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,0.8614,861.42
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.5232,"1,308.00"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,500,1.3269,663.44
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,1000,0.9050,905.02
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,2500,0.5578,"1,394.50"
"6"" x 9""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,5000,0.3501,"1,750.62"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.1305,565.27
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8543,854.27
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4865,"1,216.29"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A6,500,1.1831,591.57
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A6,1000,0.8979,897.87
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A6,2500,0.5211,"1,302.79"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A6,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,500,1.1369,568.45
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,1000,0.8574,857.43
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,2500,0.4878,"1,219.47"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A6,500,1.1895,594.75
