SIZE ,STOCK ,COLORSPEC ,COATING ,,SCORING OPTIONS ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A6,1000,0.9010,901.03
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A6,2500,0.5224,"1,305.97"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A6,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.1305,565.27
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8543,854.27
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4865,"1,216.29"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A6,500,1.1831,591.57
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A6,1000,0.8979,897.87
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A6,2500,0.5211,"1,302.79"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A6,5000,0.3173,"1,586.26"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,500,1.1369,568.45
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,1000,0.8574,857.43
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,2500,0.4878,"1,219.47"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A6,500,1.1895,594.75
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A6,1000,0.9010,901.03
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A6,2500,0.5224,"1,305.97"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A6,5000,0.3179,"1,589.45"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.4132,706.59
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0678,"1,067.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.6081,"1,520.36"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,500,1.4658,732.89
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,1000,1.1114,"1,111.43"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,2500,0.6427,"1,606.86"
"6"" x 9""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A6,5000,0.3966,"1,982.83"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,0.8797,439.83
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.5907,590.68
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.3836,959.06
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.2737,"1,368.74"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,500,0.9323,466.13
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,1000,0.6343,634.28
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,2500,0.4182,"1,045.56"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A6,5000,0.2737,"1,368.74"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,0.9178,458.89
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.6097,609.74
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.3849,962.25
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.2744,"1,371.91"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,500,0.9704,485.19
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,1000,0.6533,653.34
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,2500,0.4195,"1,048.75"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A6,5000,0.2744,"1,371.91"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.0996,549.79
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,0.7384,738.35
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.4795,"1,198.82"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.3422,"1,710.92"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,500,1.1522,576.09
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,1000,0.7820,781.95
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,2500,0.5141,"1,285.32"
"6"" x 9""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A6,5000,0.3422,"1,710.92"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4545,727.23
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0893,"1,089.27"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6047,"1,511.65"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3865,"1,932.41"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5183,759.13
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1451,"1,145.07"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6464,"1,616.05"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4342,"2,171.21"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.4450,722.48
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,1.0845,"1,084.51"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.6028,"1,506.88"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3852,"1,926.08"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5088,754.38
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1403,"1,140.31"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6445,"1,611.28"
"6"" x 12""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4330,"2,164.88"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.3116,655.78
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8765,876.50
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5176,"1,294.10"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3388,"1,694.24"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,500,1.3754,687.68
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,1000,0.9323,932.30
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.5594,"1,398.50"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.3866,"1,933.04"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.2925,646.26
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.8701,870.14
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.5157,"1,289.34"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3376,"1,687.88"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,500,1.3563,678.16
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,1000,0.9259,925.94
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.5575,"1,393.74"
"6"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.3853,"1,926.68"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4545,727.23
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0893,"1,089.27"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6047,"1,511.65"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3865,"1,932.41"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5183,759.13
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1451,"1,145.07"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6464,"1,616.05"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4342,"2,171.21"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,500,1.4450,722.48
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,1000,1.0845,"1,084.51"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,2500,0.6028,"1,506.88"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,5000,0.3852,"1,926.08"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5088,754.38
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1403,"1,140.31"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6445,"1,611.28"
"6"" x 12""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4330,"2,164.88"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4545,727.23
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0893,"1,089.27"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6047,"1,511.65"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3865,"1,932.41"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5183,759.13
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1451,"1,145.07"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6464,"1,616.05"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4342,"2,171.21"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,500,1.4450,722.48
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,1000,1.0845,"1,084.51"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,2500,0.6028,"1,506.88"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,5000,0.3852,"1,926.08"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,500,1.5088,754.38
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,1000,1.1403,"1,140.31"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.6445,"1,611.28"
"6"" x 12""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.4330,"2,164.88"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.1305,565.27
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.7511,751.06
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4732,"1,182.95"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3306,"1,652.96"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,500,1.1943,597.17
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,1000,0.8069,806.86
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.5149,"1,287.35"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.3784,"1,891.76"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.1210,560.51
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.7447,744.70
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.4700,"1,175.01"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3293,"1,646.61"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,500,1.1848,592.41
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,1000,0.8005,800.50
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,2500,0.5118,"1,279.41"
"6"" x 12""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - 6.5X6.5,5000,0.3771,"1,885.41"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4132,706.60
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0575,"1,057.51"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5926,"1,481.47"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3789,"1,894.32"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,500,1.4574,728.70
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,1000,1.0977,"1,097.71"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,2500,0.6288,"1,572.07"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,5000,0.4121,"2,060.42"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.4037,701.85
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,1.0527,"1,052.75"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.5907,"1,476.71"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3776,"1,887.96"
