SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,RunSize,UnitPrice,TotalPrice
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.0762,38.12
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.0667,66.70
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.1827,18.27
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.0857,21.43
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.0746,37.32
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.0659,65.90
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.1905,19.05
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.0889,22.23
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.0762,38.12
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.0667,66.70
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1,No Coating,100,0.1747,17.47
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1,No Coating,250,0.0826,20.65
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1,No Coating,500,0.0730,36.52
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/1,No Coating,1000,0.0635,63.50
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.1587,15.87
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.0699,17.47
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.0604,30.18
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.0524,52.39
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.1747,17.47
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.0826,20.65
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.0730,36.52
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.0635,63.50
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.1905,19.05
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.0889,22.23
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.0762,38.12
"2.5"" x 2.5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.0667,66.70
