SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,RunSize,UnitPrice,TotalPrice
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2922,73.04
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2858,142.91
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2811,281.05
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3176,31.76
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1905,47.63
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1810,90.51
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1747,174.67
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3969,39.69
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2350,58.75
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2287,114.33
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2239,223.89
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3969,39.69
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.2414,60.34
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2350,117.50
"4"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2302,230.23
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.3812,38.12
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.2286,57.16
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.2191,109.57
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2112,211.19
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.3334,33.34
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.1969,49.23
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.1937,96.86
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.1890,188.96
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.4923,49.23
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.2922,73.04
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.2858,142.91
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.2811,281.05
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.4923,49.23
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.2922,73.04
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.2858,142.91
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.2811,281.05
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.4923,49.23
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2922,73.04
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2858,142.91
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2811,281.05
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3176,31.76
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1905,47.63
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1810,90.51
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1747,174.67
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3969,39.69
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2350,58.75
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2287,114.33
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2239,223.89
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3969,39.69
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.2414,60.34
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2350,117.50
"4"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2302,230.23
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.2858,28.58
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.1715,42.87
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.1619,80.97
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.1556,155.61
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.2698,26.98
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.1461,36.52
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.1461,73.04
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.1318,131.80
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.3652,36.52
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.2223,55.57
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.2128,106.39
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.2064,206.41
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.3652,36.52
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.2223,55.57
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.2128,106.39
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.2064,206.41
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.3652,36.52
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2223,55.57
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2128,106.39
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2064,206.41
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.2541,25.41
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1397,34.93
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1334,66.70
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1286,128.60
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3018,30.18
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.1779,44.46
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.1683,84.15
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.1651,165.13
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3018,30.18
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.1779,44.46
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.1747,87.33
"4.25"" x 5.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.1588,158.78
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.2858,28.58
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.1715,42.87
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.1619,80.97
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.1556,155.61
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.2698,26.98
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.1461,36.52
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.1461,73.04
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.1318,131.80
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.3652,36.52
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.2223,55.57
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.2128,106.39
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.2064,206.41
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.3652,36.52
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.2223,55.57
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.2128,106.39
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.2064,206.41
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.3652,36.52
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2223,55.57
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2128,106.39
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2064,206.41
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.2541,25.41
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1397,34.93
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1334,66.70
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1286,128.60
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3018,30.18
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.1779,44.46
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.1683,84.15
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.1651,165.13
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3018,30.18
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.1779,44.46
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.1747,87.33
"4.25"" x 6""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.1588,158.78
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.4605,46.05
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.2795,69.86
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.2731,136.55
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2683,268.35
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4129,41.29
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2540,63.50
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2445,122.27
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2382,238.18
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.6034,60.34
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.3684,92.10
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.3621,181.03
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.3557,355.68
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.6034,60.34
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.3684,92.10
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.3621,181.03
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.3557,355.68
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.6034,60.34
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.3684,92.10
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.3621,181.03
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.3557,355.68
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3969,39.69
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2286,57.16
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2255,112.73
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2191,219.12
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.4923,49.23
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2986,74.64
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2890,144.50
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2826,282.65
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.5082,50.82
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3048,76.21
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2953,147.67
"4.25"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2922,292.16
"5"" x 5""",Square,18PT Uncoated Kraft,4/1,No Coating,100,0.2858,28.58
"5"" x 5""",Square,18PT Uncoated Kraft,4/1,No Coating,250,0.1715,42.87
"5"" x 5""",Square,18PT Uncoated Kraft,4/1,No Coating,500,0.1619,80.97
"5"" x 5""",Square,18PT Uncoated Kraft,4/1,No Coating,1000,0.1556,155.61
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.2698,26.98
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.1461,36.52
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.1461,73.04
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.1318,131.80
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.3652,36.52
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.2223,55.57
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.2128,106.39
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.2064,206.41
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.3652,36.52
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.2223,55.57
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.2128,106.39
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.2064,206.41
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.3652,36.52
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2223,55.57
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2128,106.39
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2064,206.41
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.2541,25.41
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1397,34.93
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1334,66.70
"5"" x 5""",Square,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1286,128.60
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3018,30.18
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.1779,44.46
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.1683,84.15
"5"" x 5""",Square,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.1651,165.13
"5"" x 5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3018,30.18
"5"" x 5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.1779,44.46
"5"" x 5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.1747,87.33
"5"" x 5""",Square,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.1588,158.78
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.3812,38.12
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.2286,57.16
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.2191,109.57
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2112,211.19
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.3334,33.34
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.1969,49.23
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.1937,96.86
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.1890,188.96
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.4923,49.23
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.2922,73.04
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.2858,142.91
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.2811,281.05
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.4923,49.23
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.2922,73.04
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.2858,142.91
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.2811,281.05
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.4923,49.23
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.2922,73.04
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.2858,142.91
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.2811,281.05
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3176,31.76
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.1905,47.63
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.1810,90.51
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.1747,174.67
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.3969,39.69
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2350,58.75
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2287,114.33
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2239,223.89
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.3969,39.69
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.2414,60.34
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2350,117.50
"5"" x 7""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2302,230.23
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.4605,46.05
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.2795,69.86
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.2731,136.55
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2683,268.35
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4129,41.29
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2540,63.50
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2445,122.27
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2382,238.18
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.6034,60.34
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.3684,92.10
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.3621,181.03
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.3557,355.68
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.6034,60.34
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.3684,92.10
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.3621,181.03
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.3557,355.68
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.6034,60.34
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.3684,92.10
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.3621,181.03
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.3557,355.68
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3969,39.69
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2286,57.16
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2255,112.73
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2191,219.12
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.4923,49.23
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2986,74.64
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2890,144.50
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2826,282.65
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.5082,50.82
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3048,76.21
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2953,147.67
"5.5"" x 8.5""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2922,292.16
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.4763,47.63
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.2858,71.45
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.2763,138.14
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2652,265.18
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4129,41.29
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2540,63.50
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2477,123.86
