SIZE ,STOCK ,COLORSPEC ,COATING ,RAISED FOIL SIDE ,,,LAMINATION ,FOIL COLOR ,SECOND RAISED COLOR ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/4 (4/4 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Holographic,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Silver Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Holographic,Gold Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,100,1.5878,158.78
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,250,0.7199,179.97
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,500,0.4861,243.06
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,100,1.7288,172.88
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,250,0.7963,199.07
"4"" x 6""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A6,500,0.5387,269.36
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A6,500,0.5156,257.79
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,100,1.5122,151.22
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,250,0.6856,171.40
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,500,0.4630,231.49
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,100,1.6532,165.32
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,250,0.7620,190.50
"4"" x 6""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A6,500,0.5156,257.79
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,100,2.2915,229.15
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,250,0.9583,239.57
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,No Blank Envelopes,500,0.6468,323.42
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A7,100,2.4335,243.35
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A7,250,1.0367,259.17
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Holographic,Include Envelopes - A7,500,0.6910,345.52
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,100,2.2915,229.15
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,250,0.9583,239.57
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,No Blank Envelopes,500,0.6468,323.42
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A7,100,2.4335,243.35
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A7,250,1.0367,259.17
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Silver Foil,Include Envelopes - A7,500,0.6910,345.52
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,No Blank Envelopes,100,2.2915,229.15
"5"" x 7""",16PT C2S,6/0 (4/0 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Silver Foil,Gold Foil,No Blank Envelopes,250,0.9583,239.57
