SIZE ,SHAPE ,RADIUS OF CORNERS ,STOCK ,COLORSPEC ,COATING ,SPOT UV SIDES ,LAMINATION ,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0905,90.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0838,209.61
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0813,406.49
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.1556,77.81
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0858,85.75
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0832,208.01
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0807,403.31
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,500,0.1444,72.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,1000,0.0823,82.27
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,2500,0.0762,190.54
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,5000,0.0739,369.55
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.1806,180.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.1735,433.64
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.1522,761.15
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,500,0.3294,164.71
"2.125"" x 3.375"" (EU Standard)",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.1806,180.58
