SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,LAMINATION ,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.3997,399.71
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.3792,948.09
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.3177,"1,588.44"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,500,0.7327,366.36
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.3997,399.71
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.3792,948.09
"4"" x 6""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.3177,"1,588.44"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Red Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Red Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Red Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Red Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Black Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Black Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Black Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Black Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Rose Gold Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Rose Gold Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Rose Gold Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Rose Gold Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Blue Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Blue Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Blue Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Blue Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Silver Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Silver Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Silver Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Silver Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Copper Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Copper Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Copper Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Copper Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Gold Foil,500,0.4700,235.00
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Gold Foil,1000,0.3033,303.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Gold Foil,2500,0.2433,608.15
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silk,Gold Foil,5000,0.1912,955.89
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,2500,0.3481,870.14
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,5000,0.2903,"1,451.31"
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,500,0.6606,330.28
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,1000,0.3636,363.62
"4"" x 6""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,2500,0.3481,870.14
