SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,LAMINATION ,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,5000,0.4230,"2,115.04"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,500,0.9654,482.70
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.5319,531.93
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.5075,"1,268.70"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.4230,"2,115.04"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,500,0.9654,482.70
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.5319,531.93
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.5075,"1,268.70"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.4230,"2,115.04"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Red Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Red Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Red Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Red Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Black Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Black Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Black Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Black Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Rose Gold Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Rose Gold Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Rose Gold Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Rose Gold Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Blue Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Blue Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Blue Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Blue Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Silver Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Silver Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Silver Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Silver Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Copper Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Copper Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Copper Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Copper Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Gold Foil,500,0.7550,377.48
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Gold Foil,1000,0.4807,480.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Gold Foil,2500,0.3862,965.56
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Silk,Gold Foil,5000,0.3063,"1,531.27"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Red Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Blue Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Red Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Black Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Blue Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Silver Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Copper Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silk,Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Red Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Black Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Rose Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Blue Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Silver Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,500,1.0376,518.80
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.5680,568.02
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.5387,"1,346.66"
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.4504,"2,252.17"
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,2500,0.2420,604.97
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,5000,0.1901,950.34
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,500,0.4668,233.42
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,1000,0.3025,302.49
"5"" x 7""",Rectangle,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,2500,0.2420,604.97
