SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,PRODUCT STYLE ,SPOT UV SIDES ,LAMINATION ,FOIL COLOR ,,DRILL HOLE ,RunSize,UnitPrice,TotalPrice
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,500,0.4790,239.50
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,1000,0.2645,264.52
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,2500,0.2553,638.15
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,5000,0.2242,"1,120.81"
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,No Drill Hole,500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,No Drill Hole,1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,No Drill Hole,2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Red Foil,,No Drill Hole,5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,No Drill Hole,500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,No Drill Hole,1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,No Drill Hole,2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Black Foil,,No Drill Hole,5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,No Drill Hole,500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,No Drill Hole,1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,No Drill Hole,2500,0.2072,518.10
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Blue Foil,,No Drill Hole,5000,0.1955,977.42
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.3923,196.14
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2212,221.16
"3.5"" x 3.5""",Square,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2072,518.10
