SIZE ,SHAPE ,RADIUS OF CORNERS ,STOCK ,COLORSPEC ,COATING ,,LAMINATION ,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,500,0.3208,160.38
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.1762,176.25
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.1639,409.66
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.1512,755.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Blue Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Silver Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Copper Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Gold Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Red Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/1 (4/1 with Foil on Front),No Coating,,,Black Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Blue Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Silver Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Copper Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Gold Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Red Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,500,0.1556,77.81
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,1000,0.0858,85.75
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,2500,0.0832,208.01
"2.5"" x 2.5""",Square,,14PT Uncoated,5/0 (4/0 with Foil on Front),No Coating,,,Black Foil,5000,0.0807,403.31
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Rose Gold Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Rose Gold Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Rose Gold Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Rose Gold Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Blue Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Blue Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Blue Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Blue Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Silver Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Silver Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Silver Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Silver Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Copper Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Copper Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Copper Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Copper Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Gold Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Gold Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Gold Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Gold Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Red Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Red Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Red Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Red Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Black Foil,500,0.2310,115.48
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Black Foil,1000,0.1266,126.57
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Black Foil,2500,0.1150,287.55
"2.5"" x 2.5""",Square,,14PT Uncoated,5/5 (4/4 with Foil on Both Sides),No Coating,,,Black Foil,5000,0.1087,543.63
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Rose Gold Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Blue Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Blue Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Blue Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Blue Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Silver Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Silver Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Silver Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Silver Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Copper Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Copper Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Copper Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Copper Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Gold Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Gold Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Gold Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Gold Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Red Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,500,0.1588,79.40
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,1000,0.0905,90.50
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,2500,0.0838,209.61
"2.5"" x 2.5""",Square,,14PT Uncoated,5/4 (4/4 with Foil on Front),No Coating,,,Black Foil,5000,0.0813,406.49
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Rose Gold Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,1000,0.0823,82.27
